CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
589,0,,All Systems Red,Martha Wells,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,Yes,,A Court of Thorns and Roses,Sarah J. Maas,,,Theft of Swords,Michael J. Sullivan,Yes,,Finnikin of the Rock,Melina Marchetta,,,A Natural History of Dragons,Marie Brennan,Yes,,A River Enchanted,Rebecca Ross,Yes,,Mistborn,Brandon Sanderson,Yes,,Reign & Ruin,J.D. Evans,,,The Ballad of Never After,Stephanie Garber,,,Babel,R.F. Kuang,,,Heir,Sabaa Tahir,Yes,,The Ministry of Time,Kaliane Bradley,Yes,,City of Lies,Sam Hawke,Yes,,Good Omens,"Neil Gaiman, Terry Pratchett",,,A Matter of Execution,Nicholas and Olivia Atwater,Yes,,Leviathan Wakes,James S.A. Corey,,,The Jasad Heir,Sara Hashem,Yes,,The Will of the Many,James Islington,Yes,,The Cat Who Saved Books,Sōsuke Natsukawa,,,The Very Secret Society of Irregular Witches,Sangu Mandanna,Yes,,,,,,Matriculation,Elle Katherine White,"Hikayat Sri Bujang, or, The Tale of the Naga Sage",Zen Cho,Yuli,Daniel Abraham,A Whisper of Blue,Ken Liu,Where the River Turns to Concrete,Brooke Bolander,The Tainted Cup,Robert Jackson Bennett,,,Empire of Exiles,Erin M. Evans,Yes,,Circe,Madeline Miller,,,20. Judge A Book By Its Cover,3. Under the Surface
590,4,,A Court of Thorns and Roses,Sarah J. Maas,Yes,,Oona Out of Order,Margarita Montimore,Yes,,Red Rising,Pierce Brown,,,The Lies of Locke Lamora,Scott Lynch,Yes,,Starling House,Alix E. Harrow,,,The Ballad of Songbirds and Snakes,Suzanne Collins,,,A River Enchanted,Rebecca Ross,Yes,,The City of Stardust,Georgia Summers,Yes,,Of Blood and Fire,Ryan Cahill,,,Dreams of Gods and Monsters,Laini Taylor,,,Fourth Wing,Rebecca Yarros,,,Wind and Truth,Brandon Sanderson,Yes,,A Song to Drown Rivers,Ann Laing,,,Mirrored Heavens,Rebecca Roanhorse,Yes,,Small Gods,Terry Pratchett,Yes,,The Goblin Emperor,Katherine Addison,Yes,,The Mercy of Gods,James S.A. Corey,,,The Dead Cat Tail Assassins,P. Djèlí Clark,,,Children of Anguish and Anarchy,Tomi Champion-Adeyemi,Yes,,Senlin Ascends,Josiah Bancroft,Yes,,Somewhere Beyond the Sea,T.J. Klune,,,Beseiged,Kevin Hearne,Yes,,,,,,,,,,,,Into the Drowning Deep,Mira Grant,Yes,,Wicked,Gregory Maguire,,,The Tainted Cup,Robert Jackson Bennett,,,20. Judge A Book By Its Cover,15. Published in the 1990s
591,3,Yes,The Thorn of Detonhill,Marshall Ryan Maresca,Yes,,The Dallergut Dream Department Store,Lee Mi-ye,Yes,,Journey to the Centre of the Earth,Jules Verne,Yes,,A Tempest of Tea,Hafsah Faizal,Yes,,An Inheritance of Magic,Benedict Jacka,Yes,,The Dragon’s Path,Daniel Abraham,Yes,,Bloody Rose,Nicholas Eames,Yes,,The Rage of Dragons,Evan Winter,Yes,,The Blood of Crows,Alex C. Pierce,Yes,,Thousand Autumns (Books 1-5),Meng Xi Shi,Yes,,Bunny,Mona Awad,Yes,,Dracula,Bram Stoker,Yes,,The Silverblood Promise,James Logan,Yes,,The Nothing Within,Andy Giesler,Yes,,A Song for Arbonne,Guy Gavriel Kay,Yes,,Bookshops & Bonedust,Travis Baldree,Yes,,Artificial Condition,Martha Wells,Yes,,The Conductors,Nicole Glover,Yes,,The Unbound Empire,Melissa Caruso,Yes,,"Song of Silver, Flame Like Night",Amélie Wen Zhao,Yes,,Starling House,Alix E. Harrow,Yes,,Tales of the Celestial Kingdom,Sue Lynn Tan,Yes,,,,,,,,,,,,Otherside Picnic Vol. 1,Iori Miyazawa,Yes,,The Master and Margarita,Mikhail Bulgakov,Yes,,By the Pact,Joanna Maciejewska,Yes,,4. Criminals,17. Space Opera
592,0,Yes,Belladonna,Adalyn Grace,Yes,,Ruin and Rising,Leigh Bardugo,,,A Sea of Wrath and Scoria,Whit Stanfield,,,Six of Crows,Leigh Bardugo,Yes,,From Blood and Ash,Jennifer L Armentrout,,,The Songbird and the Heart of Stone,Carissa Broadbent,,,The Name of the Wind,Patrick Rothfuss,Yes,,A Dowry of Blood,S.T. Gibson,Yes,,A Study of Blood and Ichor,Katia Black,,,Quicksilver,Callie Hart,,,Nevernight,Jay Kristoff,,,The Divine and the Cursed,J.E. Reed,,,Emily Wilde’s Map of the Otherlands,Heather Faucett,,,The Ever King,LJ Andrews,Yes,,Outlander,Diana Gabaldon,Yes,,Halfling,S.E. Wendel,Yes,,All Systems Red,Martha Wells,Yes,,The Jasad Heir,Sara Hashem,Yes,,Ice Planet Barbarians,Ruby Dixon,,,The Spear Cuts Through Water,Simon Jimenez,,,Two Twisted Crowns,Rachel Gillig,,,The Assassin’s Blade,Sarah J. Maas,,,,,,,,,,,,,Eclipse of the Crown,A. K. Caggiano,Yes,,Blood Over Bright Haven,M.L. Wang,,,A Strange and Stubborn Endurance,Foz Meadows,,,10. Romantasy,7. Bards
593,1,Yes,The Peace War,Vernor Vinge,,,Lord of Light,Roger Zelazny,,,The Deep Range,Arthur C. Clarke,Yes,,The Coming of Conan the Crimmean,Robert E. Howard,,,The Lathe of Heaven,Ursula K. Le Guin,,,Dreamsnake,Vonda M McIntyre,,,Bardic Voices: The Lark and the Wren,Mercedes Lackey,Yes,,Dragon Wing,"Margaret Weis, Tracy Hickman",Yes,,A True Story,Lucian of Samosata,,,Outlander,Diana Gabaldon,,,The Secret History,Donna Tartt,Yes,,Stand on Zanzibar,John Brunner,Yes,,The War for the Oaks,Emma Bull,,Urban Fantasy 2022,Brothers in Arms,Lois McMaster Bujold,Yes,,D'shai,Joel Rosenburg,,,The Exploits of Momminpappa,Tove Jansson,Yes,,Consider Phlebas,Iain M. Banks,,,Dawn,Octavia E. Butler,,,The Wanderer,Fritz Leiber,Yes,,Prince of Annwn,Evangeline Walton,Yes,,Where Late the Sweet Birds Sang,Kate Wilhelm,Yes,,John the Balladeer,Many Wade Wellman,Yes,,,,,,,,,,,,The Night Land,William Hope Hodgson,Yes,,The Steerswoman,Rosemary Kirstein,,,Solaris,Stanisław Lem,,,2. Alliterative Title,25. Book Club or Readalong Book
594,8,,Age of Myth,Michael J. Sullivan,Yes,,The Akhenaten Adventure,P B Kerr,,,Borne,Jeff VanderMeer,Yes,,The Thief,Megan Whalen Turner,Yes,,The Hacienda,Isabel Cañas,Yes,,Victory of Eagles,Naomi Novik,,,A Shadow in Summer,Daniel Abraham,,,The Book of Phoenix,Nnedi Okorafor,Yes,,The Jaws of Hell,Samuel Gately,Yes,,The Diabolic,S J Kincaid,,,Catherine House,Elisabeth Thomas,,,The Wishsong of Shannara,Terry Brooks,,,Wind and Truth,Brandon Sanderson,,,The Tainted Cup,Robert Jackson Bennett,Yes,,A Phule and his Money,Robert Asprin,,,Unnatural Magic,C J Waggoner,Yes,,Persephone Station,Stina Leicht,Yes,,Symbiosis,Nicki Drayden,,,A Canticle for Leibowitz,Walter M. Miller Jr.,Yes,,Sleeping Giants,Sylvain Neuvel,Yes,,Stepford Wives,Ira Levin,Yes,,Exhalation,Ted Chiang,Yes,,,,,,,,,,,,The Fisherman,John Langan,Yes,,The Hidden World,Alison Baird,Yes,,The Starless Sea,Erin Morgenstern,,,20. Judge A Book By Its Cover,7. Bards
595,3,,The Tainted Cup,Robert Jackson Bennett,,,To Sleep in A Sea of Stars,Christopher Paolini,Yes,,A Letter to the Luminous Deep,Sylvie Cathrall,Yes,,The Order of the Pure Moon Reflected in Water,Zen Cho,,,The Hacienda,Isabel Cañas,Yes,,The Fox Wife,Yangsze Choo,,,The Brides of High Hill,Nghi Vo,,,Atalanta,Jennifer Saint,Yes,,Blood Solace,Vela Roth,,,A Fate Inked in Blood,Danielle L. Jensen,,,An Education in Malice,S.T. Gibson,Yes,,Five Broken Blades,Mai Corland,Yes,,The Stone Witch of Florence,Anna Rasche,Yes,,The Affair of the Mysterious Letter,Alexis Hall,Yes,,Prince of Dogs,Kate Elliott,Yes,,The Daughter's War,Christopher Buehlman,,,The Stars Undying,Emery Robin,Yes,,Faebound,Saara El-Arifi,Yes,,Phantasma,Kaylie Smith,Yes,,Servant of Earth,Sarah Hawley,,,The Spellshop,Sarah Beth Durst,,,From A Certain Point of View: The Empire Strikes Back,Multiple Authors,Yes,,,,,,,,,,,,The Butcher of the Forest,Premee Mohamed,Yes,,Empire of the Damned,Jay Kristoff,Yes,,The Jasmine Throne,Tasha Suri,,,24. Reference Materials,
596,0,Yes,Her Majesty's Royal Coven,Juno Dawson,Yes,,Long live Evil,Sarah Rees Brennan,,,Under Loch and Key,Lana Ferguson,,,Hammajang Luck,Makana Yamamoto,Yes,,The Curse of Saints,Kate Dramis,Yes,,"Girl, Serpent, Thorn",Melissa Bashardoust,,,The Mists of Avalon,Marion Zimmer Bradley,,,A curse so Dark and Lonely,Brigid Kemmerer,,,The Book of Azrael,Amber V Nicole,,,Iron Flame,Rebecca Yarros,,,A study in Drowning,Ava Reid,Yes,,An ember in the ashes,Sabaa Tahir,,,The Phoenix Keeper,S.A. Maclean,Yes,,Godkiller,Hannah Kaner,Yes,,"Halloween, Les citrouilles de l'horreur",Collective work / novellas anthology,,,These Hollow Vows,Lexi Ryan,,,Some Desperate Glory,Emily Teisch,Yes,,Iron Widow,Xiran Jay Zhao,Yes,,The Poppy War,R.F. Kuang,Yes,,Water Moon,Samantha Sotto Yambao,,,Foxglove,Adalyn Grace,,,Michael Mcdowell short stories published in digital in France this year,Michael McDowell,Yes,,,,,,,,,,,,"Your Blood, my Bones",Kelly Andrew,,,The Bone Season,Samantha Shannon,Yes,,Jade City,Fonda Lee,,,14. Character with a Disability,"16. Orcs, Trolls, and Goblins — Oh My!"
597,0,,All Systems Red,,Yes,,A Broken Blade,Melissa Blair,,,A Letter to the Luminous Deep,Sylvie Cathrall,Yes,,Artificial Condition,Martha Wells,,,The Sunbearer Trials,Aiden Thomas,Yes,,Mockingjay,Suzanne Collins,Yes,,Beautyland,Marie-Helene Bertino,,,Yesterday's Son,A.C. Crispin,,,Verse Book 2: The Second Gate,Sam Beck,,,Half a Soul,Olivia Atwater,,,Babel,R.F. Kuang,,,On Earth As It Is On Television,Emily Jane,,,Not For the Faint of Heart,Lex Croucher,,,The First Sister,Linden A. Lewis,Yes,,Parable of the Talents,Octavia E. Butler,,,Inheritance,Christopher Paolini,,,Record of a Spaceborn Few,Becky Chambers,Yes,,The Princess and the Grilled Cheese Sandwich,Deya Muniz,Yes,,The Stars Too Fondly,Emily Hamilton,Yes,,The Coelura,Anne McCaffrey,Yes,,The Girl Who Drank the Moon,Kelly Barnhill,,,Greymist Fair,Francesca Zappia,,,,,,,,,,,,,Pet,Akwaeke Emezi,Yes,,Brisingr,Christopher Paolini,Yes,,Piranesi,Susanna Clarke,,,17. Space Opera,22. Five SFF Short Stories
598,1,,Wolfsong,T.J. Klune,Yes,,A Short Walk Through a Wide World,Douglas Westerbeke,Yes,,A Face Like Glass,Frances Hardinge,Yes,,Mélusine,Katherine Addison,,,Court of Wanderers,Rin Chupeco,,,The White Dragon,Anne McCaffrey,Yes,,Where Oblivion Lives,T. Frohock,,,The Sinister Booksellers of Bath,Garth Nix,Yes,,Greencloak,Lyndsey Luther,Yes,,Swordcrossed,Freya Marske,Yes,,Summer Sons,Lee Mandelo,Yes,,Five Broken Blades,Mai Corland,Yes,,The Sins on Their Bones,Laura R. Samotin,Yes,,Adrift in Currents Clean and Clear,Seanan McGuire,Yes,,The Fire's Stone,Tanya Huff,Yes,,Unnatural Magic,C.M. Waggoner,Yes,,On Vicious Worlds,Bethany Jacobs,Yes,,Mistress of Lies,K. M. Enright,Yes,,"Your Blood, My Bones",Kelly Andrew,Yes,,Evocation,S.T. Gibson,Yes,,The Binding,Bridget Collins,Yes,,"Boys, Beasts & Men",Sam J. Miller,Yes,,,,,,,,,,,,Don't Let the Forest In,CG Drews,Yes,,The Dark Mirror,Samantha Shannon,Yes,,When Among Crows,Veronica Roth,,,11. Dark Academia,5. Dreams
599,0,,Sorcery of Thorns,Margaret Rogerson,,,Heartless Hunter,Kristen Ciccarelli,,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Powerless,Lauren Roberts,,,A Court of Mist and Fury,Sarah J. Maas,Yes,,The Serpent and the Wings of Night,Carissa Broadbent,,,Bardic Voices,Mercedes Lackey,Yes,,Blood & Steel,Helen Scheuerer,,,The Sign of the Dragon,Mary Soon Lee,Yes,,Caraval,Stephanie Garber,,,A Study in Drowning,Ava Reid,Yes,,Six of Crows,Leigh Bardego,Yes,,A Fate Inked in Blood,Danielle L. Jensen,,,Fourth Wing,Rebecca Yarros,Yes,,I Who Have Never Known Men,Jacqueline Harpman,,,Bookshops & Bonedust,Travis Baldree,Yes,,Hail Mary,Andy Weir,,,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,,Lightlark,Alex Aster,Yes,,Tress of the Emerald Sea,Brandon Sanderson,Yes,,Paladin's Grace,T. Kingfisher,,,Exhalation,Ted Chiang,Yes,,,,,,,,,,,,Someone You Can Build a Nest In,John Wiswell,Yes,,The Prison Healer,Lynette Noni,Yes,,This is How You Lose the Time War,"Amal El-Mohtar, Max Gladstone",,,6. Entitled Animals,7. Bards
600,1,,Paladin's Grace,T. Kingfisher,Yes,,Asiri and the Amaru,Natalia Hernandez,Yes,,System Collapse,Martha Wells,Yes,,A Darker Shade of Magic,V.E. Schwab,,,I Who Have Never Known Men,Jacqueline Harpman,Yes,,The Kaiju Preservation Society,John Scalzi,Yes,,Bury Your Gays,Chuck Tingle,Yes,Horror - 2023 (Hard Mode),Blood at the Root,LaDarrion Williams,Yes,,Mandrake Manor,JP Rindfleisch IX,Yes,,The Darkness Outside Us,Eliot Schrefer,Yes,,The Will of the Many,James Islington,,,The Reformatory,Tananarive Due,Yes,,The Ministry of Time,Kaliane Bradley,Yes,,Fourth Wing,Rebecca Yarros,Yes,,Dealing with Dragons,Patricia C. Wrede,Yes,,The Bookshop and the Barbarian,Morgan Stang,,,Star Nomad,Lindsay Buroker,Yes,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Yes,,All the Fiends of Hell,Adam Nevill,Yes,,A Door in the Dark,Scott Reintgen,Yes,,I Was a Teenage Slasher,Stephen Graham Jones,Yes,,Out There Screaming,Jordan Peele & John Joseph Adams,Yes,,,,,,,,,,,,We Kept Her in the Cellar,W.R. Gorman,Yes,,Gideon the Ninth,Tamsyn Muir,Yes,,The Warded Gunslinger,Filip Wiltgren,Yes,,,
601,5,,The Eyre Affair,Jasper Fforde,Yes,,Silver and Smoke,Van Hoang,,,Daughter of the Merciful Deep,Leslye Penelope,,,The Book Eaters,Sunyi Dean,,,The Ghost Bride,Yangsze Choo,,,The Wolf and the Woodsman,Ava Reid,,,Wylding Hall,Elizabeth Hand,,,Keeper of Enchanted Rooms,Charlie N. Holmberg,Yes,,All Over the Earth,Alexandra Rowland,,,In the Roses of Pieria,Anna Burke,Yes,,The Scholar and the Last Faerie Door,H.G. Parry,,,The Bright Sword,Lev Grossman,Yes,,Evocation,S.T. Gibson,,,Key Lime Sky,Al Hess,Yes,,Royal Assassin,Robin Hobb,,,The Grief of Stones,Katherine Addison,,,These Burning Stars,Bethany Jacobs,Yes,,The Peacekeeper,B.L. Blanchard,Yes,,The Coral Bones,E.J. Swift,Yes,,Us in Ruins,Rachel Moore,,,Bootstrap,Georgina Young,Yes,,The Bitterwood Bible and Other Recountings,A.G. Slatter,Yes,,,,,,,,,,,,The World We Make,N.K. Jemisin,,,Blade of Fortriu,Juliet Marillier,Yes,,The Terraformers,Annalee Newitz,Yes,,,
602,2,,Scarlet,Genevieve Cogman,,,Seal Skin,Su Bristow,,,Our Wives Under the Sea,Julia Armfield,Yes,,The Thief,Megan Whalen Turner,Yes,,Prophet Song,Paul Lynch,Yes,,The Mermaid of Black Conch,Monique Roffey,Yes,,The Warm Hands of Ghosts,Katherine Arden,,,The Book of Elsewhere,Keanu Reeves and China Mieville,Yes,,Derring Do for Beginners,Victoria Goddard,,,Burn for Me,Ilona Andrews,,,Hell Bent,Leigh Bardugo,Yes,,House of Open Wounds,Adrian Tchaikovsky,,,The Book that Broke the World,Mark Lawrence,,,The Sparrow,Mary Doria Russell,Yes,,I Who Have Never Known Men,Jacqueline Harpman,,,Nine Goblins,T. Kingfisher,Yes,,Some Desperate Glory,Emily Tesh,Yes,,These Violent Delights,Chloe Gong,,,The Wall,John Lanchester,Yes,,Godkiller,Hannah Kaner,Yes,,Starling House,Alix E. Harrow,Yes,,Buried Deep,Naomi Novik,Yes,,,,,,,,,,,,The Tainted Cup,Robert Jackson Bennett,Yes,,Ash: A Secret History,Mary Gentle,,,The Well of Lost Plots,Jasper Fforde,,,20. Judge A Book By Its Cover,
603,5,,Mother of Learning,Domagoj Kurmaić,Yes,,Assassin's Apprentice,Robin Hobb,,,"Low, Vol. 2",Rick Remender,Yes,,Count Zero,William Gibson,,,Bookshops & Bonedust,Travis  Baldree,,,Beware of Chicken 4,CasualFarmer,,,The Silver Metal Lover,Tanith Lee,,,Dying of the Light,George R.R. Martin,Yes,,Liches Get Stitches,"H.J. Tolson, F.R. Smith",,,Paladin's Faith,T. Kingfisher,,,Frankenstein,Mary Shelley,Yes,,Penric's Travels,Lois McMaster Bujold,,,I'm Afraid You've Got Dragons,Peter S. Beagle,,,Nether Station,Kevin J. Anderson,Yes,,The Goblin Mirror,C.J. Cherryh,Yes,,Cleaver's Edge,Actus,Yes,,Trading in Danger,Elizabeth Moon,Yes,,Witch Hat Atelier,Kamome Shirahama,,,The Verdant Passage,Troy Denning,Yes,,Some Desperate Glory,Emily Tesh,,,Negative Space,B.R. Yeager,Yes,,Pastoralia,George Saunders,Yes,,,,,,,,,,,,Of Darkness and Dawn,Will Wight,Yes,,Ilium,Dan Simmons,,,Sorcerer's Legacy,Janny Wurts,,,"16. Orcs, Trolls, and Goblins — Oh My!",11. Dark Academia
604,3,Yes,A Psalm for the Wild-Built,Becky Chambers,,,Children of Anguish and Anarchy,Tomi Champion-Adeyemi,,,Whalefall,Daniel Kraus,Yes,,The Absinthe Underground,Jamie Pacton,Yes,,The Last Tale of the Flower Bride,Roshani Chokshi,,,Tongues of Serpents,Naomi Novik,,,A River Enchanted,Rebecca Ross,Yes,,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,,,Two for Tea,C.M. Nascosta,,,A Witch's Guide to Fake Dating a Demon,Sarah Hawley,,,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",,,A Day of Fallen Night,Samantha Shannon,,,Mislaid in Parts Half-Known,Seanan McGuire,,,Mirrored Heavens,Rebecca Roanhorse,Yes,,Reaper Man,Terry Pratchett,,,Dragonfired,J. Zachary Pike,,,Revenant Gun,Yoon Ha Lee,Yes,,Mammoths at the Gates,Nghi Vo,Yes,,Devolution: A Firsthand Account of the Rainier Sasquatch Massacre,Max Brooks,Yes,,The Test,Sylvain Neuvel,,,When Women Were Dragons,Kelly Barnhill,Yes,,The Tangleroot Palace,Marjorie M. Liu,Yes,,,,,,,,,,,,Ring Shout,P. Djèlí Clark,Yes,,Emily Wilde's Map of the Otherlands,Heather Fawcett,,,The Book of Doors,Gareth Brown,,Wibbly Wobbly Timey Wimey 2022,,
605,2,,Soul Eater,Lily Mayne,Yes,,When Haru Was Here,Dustin Thao,,,One Last Stop,Casey McQuiston,,,The First to Die at the End,Adam Silvera,,First Person POV 2021,Reverie,Ryan La Sala,,,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,,The Empress of Salt and Fortune,Nghi Vo,,,Wolfsong,T.J. Klune,,,Being Found,Arend Richard,,,Cemetery Boys,Aiden Thomas,Yes,,The Library at Mount Char,Scott Hawkins,,,The Emperor and the Endless Palace,Justinian Huang,,,The Nightmare Before Kissmass,Sara Raasch,,,Flux,Jinwoo Chong,,,Luck in the Shadows,Lynn Flewelling,,,Bookshops & Bonedust,Travis Baldree,Yes,,Harrow the Ninth,Tamsyn Muir,Yes,,The Daughters of Izdihar,Hadeer Elsbai,Yes,,The Darkness Outside Us,Eliot Schrefer,Yes,,Even Though I Knew the End,C.L. Polk,Yes,,Godly Heathens,H.E. Edgmon,Yes,,The Memory Librarian: And Other Stories of Dirty Computer,Janelle Monáe,Yes,,,,,,,,,,,,Finna,Nino Cipri,Yes,,Horrorstör,Grady Hendrix,,,Iron Widow,Xiran Jay Zhao,,,10. Romantasy,7. Bards
606,2,,Dragon's Path,Daniel Abraham,Yes,,"The Utterly Uninteresting and Unadventurous Tales of Fred, the Vampire Accountant",Drew Hayes,Yes,,The phamacist,Rachelle Atalla,Yes,,Saint Heist,WH Lock,Yes,,Dead lies Dreaming,Charles Stross,Yes,,Arm of the sphinx,Josiah Bancroft,Yes,,The Bone Queen,Alison Croggon,Yes,,Stranger Times,CK McDonnell,Yes,,Embers Rising,Sterling Carmichael,Yes,,Kushiel's Chosen,Jacqueline Carey,Yes,,Legendborn,Tracy Deonn,Yes,,The Mask of Mirrors,M.A. Carrick,Yes,,Dreadful,Caitlin Rozakis,Yes,,The tainted Cup,Robert Jackson Bennett,Yes,,The King's Dragon,Kate Elliott,Yes,,The Grey Bastards,Jonathan French,Yes,,A big ship at the edge of the universe,Alex White,Yes,,The Space Between Worlds,Micaiah Johnson,Yes,,The Wall,John Lancaster,Yes,,City of Lost Chances,Adrian Tchaikovsky,Yes,,Winters Gifts,Ben Aaranovitch,Yes,,The most wonderful Time of Year,Jodi Taylor,Yes,,,,,,,,,,,,Annihilation,Jeff VanderMeer,Yes,,Wind and Truth,Brandon Sanderson,Yes,,Godkiller,Hannah Kaner,Yes,,4. Criminals,10. Romantasy
607,1,Yes,The Jasmine Throne,Tasha Suri,,,Saint Death's Daughter,C.S.E. Cooney,,,Paladin's Hope,T. Kingfisher,Yes,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,,,The Killing Moon,N.K. Jemisin,,,The Sign of the Dragon,Mary Soon Lee,Yes,,A River Enchanted,Rebecca Ross,Yes,,Onyx Storm,Rebecca Yarros,,,It Lasts Forever and Then It's Over,Anne de Marcken,,,A Marvellous Light,Freya Marske,Yes,,Bunny,Mona Awad,Yes,,The Lesson,Cadwell Turnbull,Yes,,Floating Hotel,Grace Curtis,,,Daughter of the Merciful Deep,Leslye Penelope,,,The Thief,Megan Whalen Turner,Yes,,Strange the Dreamer,Laini Taylor,,Young Adult 2023,Ninefox Gambit,Yoon Ha Lee,Yes,,The Annual Migration of Clouds,Premee Mohamed,,,Someone You Can Build a Nest In,John Wiswell,Yes,,Interstellar MegaChef,Lavanya Lakshminarayan,,,Vampires of El Norte,Isabel Cañas,Yes,,,,,,Twenty-Four Hours,H.H. Pak,Why Don't We Just Kill the Kid in the Omelas Hole,Isabel J. Kim,Loneliness Universe,Eugenia Triantafyllou,We Will Teach You How to Read | We Will Teach You How to Read,Caroline M. Yoachim,For However Long,Thomas Ha,The Dead Take the A Train,"Cassandra Khaw, Richard Kadrey",Yes,,Witch King,Martha Wells,,,The Wings Upon Her Back,Samantha Mills,Yes,,22. Five SFF Short Stories,15. Published in the 1990s
